index,freq,nrg_bal,siec,unit,geo\TIME_PERIOD,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
2105,A,AFC,E7000,GWH,FR,300436.588,319127.99,327987.499,330394.43,334753.416,340842.582,353954.443,353327.053,365451.881,374433.015,381911.522,393152.494,391326.032,405924.556,417680.572,420621.92,425047.561,423534.805,430224.644,412872.262,441759.558,432180.914,448677.201,455596.598,430944.391,440080.157,446160.293,443174.884,440289.989,435746.4,413206.042,432789.984,415919.927,397615.125,398935.463
2146,A,AFC,E7000,KTOE,FR,25832.897,27440.068,28201.849,28408.807,28783.613,29307.187,30434.604,30380.658,31423.206,32195.444,32838.48,33805.03,33647.982,34903.229,35914.065,36166.975,36547.512,36417.438,36992.661,35500.624,37984.485,37160.87,38579.295,39174.256,37054.548,37840.082,38362.88,38106.181,37858.125,37467.446,35529.324,37213.24,35762.676,34188.747,34302.275
2187,A,AFC,E7000,TJ,FR,1081571.719,1148860.764,1180754.996,1189419.948,1205112.299,1227033.295,1274235.994,1271977.39,1315626.77,1347958.855,1374881.479,1415348.979,1408773.714,1461328.403,1503650.058,1514238.911,1530171.218,1524725.297,1548808.717,1486340.145,1590334.408,1555851.291,1615237.924,1640147.753,1551399.807,1584288.566,1606177.055,1595429.582,1585043.962,1568687.042,1487541.751,1558043.943,1497311.737,1431414.449,1436167.667
10961,A,DL,E7000,GWH,FR,27703.0,30238.0,28735.0,29861.0,26269.0,30150.0,31982.0,29626.0,31477.0,30154.0,30411.0,30638.0,30898.0,31749.0,31735.0,32231.0,31805.0,31613.0,33481.0,34878.0,35414.0,36922.672,37855.368,38785.214,34526.921,36140.43,37478.04,38599.301,38620.285,38092.724,35896.94,39194.338,35231.325,37130.685,39054.974
11002,A,DL,E7000,KTOE,FR,2382.029,2600.0,2470.765,2567.584,2258.727,2592.433,2749.957,2547.377,2706.535,2592.777,2614.875,2634.394,2656.75,2729.923,2728.719,2771.367,2734.738,2718.229,2878.848,2998.968,3045.056,3174.778,3254.976,3334.928,2968.781,3107.518,3222.531,3318.942,3320.747,3275.385,3086.581,3370.106,3029.349,3192.664,3358.123
11043,A,DL,E7000,TJ,FR,99730.8,108856.8,103446.0,107499.6,94568.4,108540.0,115135.2,106653.6,113317.2,108554.4,109479.6,110296.8,111232.8,114296.4,114246.0,116031.6,114498.0,113806.8,120531.6,125560.8,127490.4,132921.619,136279.325,139626.77,124296.916,130105.548,134920.944,138957.484,139033.026,137133.806,129228.984,141099.617,126832.77,133670.467,140597.905
19790,A,EXP,E7000,GWH,FR,52112.0,58409.0,58533.0,65093.0,66886.0,72701.0,72428.0,69634.0,62152.0,68108.0,73174.0,72861.0,80739.0,73373.0,68477.0,68390.0,71863.0,67595.0,58736.0,44451.0,50188.0,65914.0,56734.0,60148.0,75063.0,74024.0,61404.0,61248.042,76478.785,73298.799,64575.296,69226.701,37492.746,75903.55,105106.682
19831,A,EXP,E7000,KTOE,FR,4480.825,5022.27,5032.932,5596.991,5751.161,6251.161,6227.687,5987.446,5344.11,5856.234,6291.831,6264.918,6942.304,6308.942,5887.962,5880.482,6179.106,5812.124,5050.387,3822.098,4315.391,5667.584,4878.246,5171.797,6454.256,6364.918,5279.794,5266.384,6575.992,6302.562,5552.476,5952.425,3223.796,6526.531,9037.548
19872,A,EXP,E7000,TJ,FR,187603.2,210272.4,210718.8,234334.8,240789.6,261723.6,260740.8,250682.4,223747.2,245188.8,263426.4,262299.6,290660.4,264142.8,246517.2,246204.0,258706.8,243342.0,211449.6,160023.6,180676.8,237290.4,204242.4,216532.8,270226.8,266486.4,221054.4,220492.951,275323.626,263875.676,232471.066,249216.124,134973.886,273252.78,378384.054
28625,A,FC_E,E7000,GWH,FR,302230.0,321362.0,330327.0,332598.0,337493.0,342850.0,355834.0,355458.0,367437.0,374959.0,384903.0,395777.0,393486.0,408400.0,420160.0,422771.0,426925.0,426015.0,432736.0,417955.0,444089.0,424492.199,443797.298,450918.39,425402.194,435031.637,442743.358,439365.409,437102.253,431704.8,411359.415,432837.369,414276.165,397499.77,398264.37
28666,A,FC_E,E7000,KTOE,FR,25987.102,27632.158,28403.009,28598.28,29019.175,29479.794,30596.217,30563.887,31593.895,32240.671,33095.701,34030.696,33833.706,35116.079,36127.257,36351.763,36708.942,36630.696,37208.598,35937.661,38184.781,36499.759,38159.699,38772.003,36578.005,37405.988,38069.076,37778.625,37584.029,37119.931,35370.543,37217.315,35621.338,34178.828,34244.572
28707,A,FC_E,E7000,TJ,FR,1088028.0,1156903.2,1189177.2,1197352.8,1214974.8,1234260.0,1281002.4,1279648.8,1322773.2,1349852.4,1385650.8,1424797.2,1416549.6,1470240.0,1512576.0,1521975.6,1536930.0,1533654.0,1557849.6,1504638.0,1598720.4,1528171.916,1597670.273,1623306.204,1531447.898,1566113.893,1593876.089,1581715.472,1573568.111,1554137.28,1480893.894,1558214.528,1491394.193,1430999.173,1433751.734
37457,A,FC_IND_CON_E,E7000,GWH,FR,2096.0,2263.0,2008.0,1918.0,1591.0,1639.0,1586.0,1542.0,1531.0,1511.0,1496.0,1533.0,1457.0,1587.0,1650.0,1735.0,1859.0,1956.0,2539.0,1899.0,2169.0,4312.803,4499.964,4493.776,4003.411,3873.635,3900.983,3868.651,3971.597,4137.519,3846.826,4107.49,4076.15,3927.007,3388.684
37498,A,FC_IND_CON_E,E7000,KTOE,FR,180.224,194.583,172.657,164.918,136.801,140.929,136.371,132.588,131.642,129.923,128.633,131.814,125.279,136.457,141.874,149.183,159.845,168.186,218.315,163.285,186.5,370.834,386.927,386.395,344.231,333.073,335.424,332.644,341.496,355.763,330.767,353.181,350.486,337.662,291.374
37539,A,FC_IND_CON_E,E7000,TJ,FR,7545.6,8146.8,7228.8,6904.8,5727.6,5900.4,5709.6,5551.2,5511.6,5439.6,5385.6,5518.8,5245.2,5713.2,5940.0,6246.0,6692.4,7041.6,9140.4,6836.4,7808.4,15526.091,16199.87,16177.594,14412.28,13945.086,14043.539,13927.144,14297.749,14895.068,13848.574,14786.964,14674.139,14137.224,12199.264
46286,A,FC_IND_CPC_E,E7000,GWH,FR,26791.0,27231.0,28426.0,28920.0,24160.0,24034.0,24478.0,25452.0,25835.0,25085.0,25735.0,25106.0,24738.0,23566.0,24035.0,24932.0,24720.0,24844.0,30704.0,26559.0,27640.0,19343.221,18852.767,18725.406,19366.776,19074.84,19086.927,19481.411,19187.963,19646.702,18988.727,19330.151,17932.717,17426.866,19368.869
46327,A,FC_IND_CPC_E,E7000,KTOE,FR,2303.611,2341.445,2444.196,2486.672,2077.386,2066.552,2104.729,2188.478,2221.41,2156.922,2212.812,2158.727,2127.085,2026.311,2066.638,2143.766,2125.537,2136.199,2640.069,2283.663,2376.612,1663.218,1621.046,1610.095,1665.243,1640.141,1641.18,1675.1,1649.868,1689.312,1632.737,1662.094,1541.936,1498.441,1665.423
46368,A,FC_IND_CPC_E,E7000,TJ,FR,96447.6,98031.6,102333.6,104112.0,86976.0,86522.4,88120.8,91627.2,93006.0,90306.0,92646.0,90381.6,89056.8,84837.6,86526.0,89755.2,88992.0,89438.4,110534.4,95612.4,99504.0,69635.596,67869.961,67411.462,69720.394,68669.424,68712.937,70133.08,69076.667,70728.127,68359.417,69588.544,64557.783,62736.718,69727.929
55115,A,FC_IND_E,E7000,GWH,FR,114666.0,116946.0,121052.0,120648.0,120918.0,123607.0,124540.0,127699.0,131987.0,132610.0,134656.0,134661.0,133350.0,133840.0,136588.0,139547.0,134264.0,132599.0,128644.0,111722.0,117444.0,119173.777,119710.048,118137.069,117114.065,115907.879,117705.933,116738.123,116923.494,115656.09,105803.333,112499.297,106879.533,101767.22,100032.693
55156,A,FC_IND_E,E7000,KTOE,FR,9859.501,10055.546,10408.598,10373.861,10397.077,10628.289,10708.512,10980.138,11348.839,11402.408,11578.332,11578.762,11466.036,11508.169,11744.454,11998.882,11544.626,11401.462,11061.393,9606.363,10098.366,10247.1,10293.211,10157.96,10069.997,9966.284,10120.888,10037.672,10053.611,9944.634,9097.449,9673.198,9189.986,8750.406,8601.263
55197,A,FC_IND_E,E7000,TJ,FR,412797.6,421005.6,435787.2,434332.8,435304.8,444985.2,448344.0,459716.4,475153.2,477396.0,484761.6,484779.6,480060.0,481824.0,491716.8,502369.2,483350.4,477356.4,463118.4,402199.2,422798.4,429025.597,430956.173,425293.448,421610.634,417268.364,423741.359,420257.243,420924.578,416361.924,380891.999,404997.469,384766.318,366361.991,360117.693
63947,A,FC_IND_FBT_E,E7000,GWH,FR,13797.0,14602.0,15161.0,15228.0,15595.0,16281.0,16253.0,16865.0,16740.0,17186.0,17700.0,18444.0,18931.0,19595.0,19259.0,19748.0,20100.0,20294.0,20380.0,20087.0,20102.0,21594.22,22598.314,22506.862,22414.93,22424.553,22807.664,22106.603,23261.962,23045.493,22104.185,22420.144,22818.444,21832.576,22155.031
63988,A,FC_IND_FBT_E,E7000,KTOE,FR,1186.328,1255.546,1303.611,1309.372,1340.929,1399.914,1397.506,1450.129,1439.381,1477.73,1521.926,1585.899,1627.773,1684.867,1655.976,1698.022,1728.289,1744.97,1752.365,1727.171,1728.461,1856.769,1943.105,1935.242,1927.337,1928.164,1961.106,1900.826,2000.169,1981.556,1900.618,1927.785,1962.033,1877.264,1904.99
64029,A,FC_IND_FBT_E,E7000,TJ,FR,49669.2,52567.2,54579.6,54820.8,56142.0,58611.6,58510.8,60714.0,60264.0,61869.6,63720.0,66398.4,68151.6,70542.0,69332.4,71092.8,72360.0,73058.4,73368.0,72313.2,72367.2,77739.192,81353.93,81024.703,80693.748,80728.391,82107.59,79583.771,83743.063,82963.775,79575.066,80712.518,82146.397,78597.274,79758.112
72776,A,FC_IND_IS_E,E7000,GWH,FR,11643.0,11712.0,11870.0,11620.0,14174.0,14558.0,14617.0,15739.0,15803.0,15284.0,17152.0,16714.0,16162.0,15561.0,16362.0,15611.0,15924.0,15861.0,11897.0,8821.0,10217.0,14566.752,14456.066,14235.686,14485.991,13848.374,14131.944,13640.819,13866.187,12764.351,9925.03,12950.0,11284.267,10284.547,8983.963
72817,A,FC_IND_IS_E,E7000,KTOE,FR,1001.118,1007.051,1020.636,999.14,1218.745,1251.763,1256.836,1353.31,1358.813,1314.187,1474.807,1437.145,1389.682,1338.005,1406.879,1342.304,1369.218,1363.801,1022.958,758.469,878.504,1252.515,1242.998,1224.049,1245.571,1190.746,1215.128,1172.899,1192.277,1097.537,853.399,1113.5,970.272,884.312,772.482
72858,A,FC_IND_IS_E,E7000,TJ,FR,41914.8,42163.2,42732.0,41832.0,51026.4,52408.8,52621.2,56660.4,56890.8,55022.4,61747.2,60170.4,58183.2,56019.6,58903.2,56199.6,57326.4,57099.6,42829.2,31755.6,36781.2,52440.307,52041.838,51248.47,52149.568,49854.146,50874.998,49106.948,49918.273,45951.664,35730.108,46620.0,40623.363,37024.368,32342.265
81605,A,FC_IND_MAC_E,E7000,GWH,FR,13633.0,14187.0,14368.0,13967.0,13962.0,14856.0,15197.0,15672.0,16262.0,16592.0,14826.0,14658.0,14497.0,13826.0,13815.0,11917.0,13587.0,13572.0,17299.0,14662.0,15936.0,13208.137,13129.96,13074.703,12525.842,12477.557,12522.136,12503.516,12417.93,12179.813,10792.838,11474.812,11138.674,10585.048,10756.306
81646,A,FC_IND_MAC_E,E7000,KTOE,FR,1172.227,1219.862,1235.426,1200.946,1200.516,1277.386,1306.707,1347.549,1398.28,1426.655,1274.807,1260.361,1246.518,1188.822,1187.876,1024.678,1168.272,1166.982,1487.446,1260.705,1370.249,1135.695,1128.973,1124.222,1077.029,1072.877,1076.71,1075.109,1067.75,1047.275,928.017,986.656,957.754,910.15,924.876
81687,A,FC_IND_MAC_E,E7000,TJ,FR,49078.8,51073.2,51724.8,50281.2,50263.2,53481.6,54709.2,56419.2,58543.2,59731.2,53373.6,52768.8,52189.2,49773.6,49734.0,42901.2,48913.2,48859.2,62276.4,52783.2,57369.6,47549.293,47267.856,47068.931,45093.031,44919.205,45079.69,45012.658,44704.548,43847.327,38854.217,41309.323,40099.226,38106.172,38722.701
90434,A,FC_IND_MQ_E,E7000,GWH,FR,3663.0,3541.0,3294.0,2998.0,1014.0,1050.0,980.0,967.0,864.0,767.0,1886.0,1797.0,1766.0,1668.0,1702.0,1653.0,1624.0,1658.0,680.0,552.0,575.0,1779.098,1772.241,1777.736,1741.018,1669.22,1624.214,1660.044,1640.267,1559.687,1502.844,1577.936,1329.21,1245.758,993.386
90475,A,FC_IND_MQ_E,E7000,KTOE,FR,314.961,304.471,283.233,257.782,87.188,90.284,84.265,83.147,74.291,65.95,162.167,154.514,151.849,143.422,146.346,142.132,139.639,142.562,58.469,47.463,49.441,152.975,152.385,152.858,149.701,143.527,139.657,142.738,141.038,134.109,129.221,135.678,114.291,107.116,85.416
90516,A,FC_IND_MQ_E,E7000,TJ,FR,13186.8,12747.6,11858.4,10792.8,3650.4,3780.0,3528.0,3481.2,3110.4,2761.2,6789.6,6469.2,6357.6,6004.8,6127.2,5950.8,5846.4,5968.8,2448.0,1987.2,2070.0,6404.753,6380.068,6399.85,6267.665,6009.192,5847.17,5976.158,5904.961,5614.873,5410.238,5680.57,4785.155,4484.729,3576.189
99214,A,FC_IND_NE,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99254,A,FC_IND_NE,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99294,A,FC_IND_NE,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107987,A,FC_IND_NFM_E,E7000,GWH,FR,10539.0,9742.0,11497.0,11480.0,8480.0,8274.0,8435.0,8620.0,9004.0,9421.0,9701.0,10080.0,10211.0,9919.0,10197.0,9833.0,9548.0,9287.0,7902.0,7152.0,7468.0,7887.121,7728.526,7617.257,8043.428,8477.292,8578.124,8669.948,7993.008,8092.222,7980.582,8312.402,7100.678,7518.433,6748.868
108028,A,FC_IND_NFM_E,E7000,KTOE,FR,906.191,837.661,988.564,987.102,729.149,711.436,725.279,741.187,774.205,810.06,834.136,866.724,877.988,852.88,876.784,845.486,820.98,798.538,679.45,614.961,642.132,678.17,664.534,654.966,691.61,728.916,737.586,745.481,687.275,695.806,686.207,714.738,610.548,646.469,580.298
108069,A,FC_IND_NFM_E,E7000,TJ,FR,37940.4,35071.2,41389.2,41328.0,30528.0,29786.4,30366.0,31032.0,32414.4,33915.6,34923.6,36288.0,36759.6,35708.4,36709.2,35398.8,34372.8,33433.2,28447.2,25747.2,26884.8,28393.636,27822.694,27422.125,28956.341,30518.251,30881.246,31211.813,28774.829,29131.999,28730.095,29924.647,25562.439,27066.36,24295.925
116816,A,FC_IND_NMM_E,E7000,GWH,FR,6363.0,6364.0,6322.0,6340.0,8521.0,8815.0,8781.0,8780.0,8900.0,9667.0,8124.0,8374.0,8550.0,8582.0,9013.0,8832.0,9005.0,8918.0,10010.0,8664.0,9174.0,8627.993,8449.067,8310.65,8092.774,7920.201,8144.605,8198.407,8219.369,8322.967,7557.95,8003.165,7804.724,7214.885,6499.955
116857,A,FC_IND_NMM_E,E7000,KTOE,FR,547.12,547.206,543.594,545.142,732.674,757.954,755.03,754.944,765.262,831.212,698.538,720.034,735.168,737.919,774.979,759.415,774.291,766.81,860.705,744.97,788.822,741.874,726.489,714.587,695.853,681.015,700.31,704.936,706.739,715.646,649.867,688.148,671.085,620.368,558.896
116898,A,FC_IND_NMM_E,E7000,TJ,FR,22906.8,22910.4,22759.2,22824.0,30675.6,31734.0,31611.6,31608.0,32040.0,34801.2,29246.4,30146.4,30780.0,30895.2,32446.8,31795.2,32418.0,32104.8,36036.0,31190.4,33026.4,31060.775,30416.641,29918.34,29133.986,28512.724,29320.578,29514.265,29589.728,29962.681,27208.62,28811.394,28097.007,25973.586,23399.838
125645,A,FC_IND_NSP_E,E7000,GWH,FR,560.0,963.0,661.0,832.0,5816.0,6063.0,6258.0,4996.0,7334.0,7621.0,9895.0,10658.0,9748.0,12714.0,13683.0,18689.0,12163.0,10942.0,3471.0,3116.0,3393.0,7646.125,8387.696,8358.377,7936.286,8062.143,8314.681,8321.361,7971.817,8000.306,7142.123,7555.077,7262.676,6675.052,6166.837
125686,A,FC_IND_NSP_E,E7000,KTOE,FR,48.151,82.803,56.836,71.539,500.086,521.324,538.091,429.579,630.61,655.288,850.817,916.423,838.177,1093.207,1176.526,1606.965,1045.83,940.843,298.452,267.928,291.745,657.448,721.212,718.691,682.398,693.22,714.934,715.508,685.453,687.902,614.112,649.62,624.478,573.951,530.253
125727,A,FC_IND_NSP_E,E7000,TJ,FR,2016.0,3466.8,2379.6,2995.2,20937.6,21826.8,22528.8,17985.6,26402.4,27435.6,35622.0,38368.8,35092.8,45770.4,49258.8,67280.4,43786.8,39391.2,12495.6,11217.6,12214.8,27526.05,30195.706,30090.157,28570.63,29023.715,29932.852,29956.9,28698.541,28801.102,25711.643,27198.277,26145.634,24030.187,22200.613
134474,A,FC_IND_PPP_E,E7000,GWH,FR,9385.0,9926.0,10708.0,11230.0,11635.0,11475.0,11109.0,11824.0,11802.0,11818.0,13693.0,13337.0,13617.0,13288.0,13368.0,13490.0,13076.0,12822.0,10580.0,9053.0,9204.0,10036.376,9636.532,9035.434,8686.343,8249.051,8205.534,7978.585,7924.949,7515.686,6732.886,6952.856,6627.612,5705.561,5894.495
134515,A,FC_IND_PPP_E,E7000,KTOE,FR,806.965,853.482,920.722,965.606,1000.43,986.672,955.202,1016.681,1014.789,1016.165,1177.386,1146.776,1170.851,1142.562,1149.441,1159.931,1124.334,1102.494,909.716,778.418,791.402,862.973,828.593,776.907,746.891,709.291,705.549,686.035,681.423,646.233,578.924,597.838,569.872,490.59,506.835
134556,A,FC_IND_PPP_E,E7000,TJ,FR,33786.0,35733.6,38548.8,40428.0,41886.0,41310.0,39992.4,42566.4,42487.2,42544.8,49294.8,48013.2,49021.2,47836.8,48124.8,48564.0,47073.6,46159.2,38088.0,32590.8,33134.4,36130.954,34691.515,32527.562,31270.835,29696.584,29539.922,28722.906,28529.816,27056.47,24238.39,25030.282,23859.404,20540.018,21220.182
143303,A,FC_IND_TE_E,E7000,GWH,FR,8017.0,8070.0,8233.0,7950.0,7320.0,7622.0,7796.0,7922.0,8385.0,8557.0,8661.0,8337.0,8354.0,8371.0,8403.0,8264.0,7960.0,7881.0,8671.0,7305.0,7560.0,6297.357,6278.007,6169.179,6075.566,6123.872,6679.887,6600.893,6727.441,6636.749,5832.708,6135.778,6017.523,6110.406,5873.38
143344,A,FC_IND_TE_E,E7000,KTOE,FR,689.338,693.895,707.911,683.577,629.407,655.374,670.335,681.169,720.98,735.77,744.712,716.853,718.315,719.776,722.528,710.576,684.437,677.644,745.572,628.117,650.043,541.475,539.811,530.454,522.405,526.558,574.367,567.575,578.456,570.658,501.523,527.582,517.414,525.4,505.02
143385,A,FC_IND_TE_E,E7000,TJ,FR,28861.2,29052.0,29638.8,28620.0,26352.0,27439.2,28065.6,28519.2,30186.0,30805.2,31179.6,30013.2,30074.4,30135.6,30250.8,29750.4,28656.0,28371.6,31215.6,26298.0,27216.0,22670.485,22600.825,22209.044,21872.038,22045.939,24047.593,23763.215,24218.788,23892.296,20997.749,22088.801,21663.084,21997.463,21144.167
152132,A,FC_IND_TL_E,E7000,GWH,FR,4241.0,4193.0,4194.0,3980.0,3837.0,3878.0,3809.0,3880.0,3903.0,3661.0,3630.0,3418.0,3151.0,2942.0,2825.0,2567.0,2398.0,2271.0,2069.0,1714.0,1758.0,1691.659,1679.72,1619.147,1589.091,1513.977,1546.472,1534.542,1531.816,1461.073,1272.268,1338.773,1308.489,1181.442,1111.136
152173,A,FC_IND_TL_E,E7000,KTOE,FR,364.66,360.533,360.619,342.218,329.923,333.448,327.515,333.62,335.598,314.789,312.124,293.895,270.937,252.966,242.906,220.722,206.191,195.271,177.902,147.377,151.161,145.456,144.43,139.222,136.637,130.179,132.973,131.947,131.712,125.63,109.395,115.114,112.51,101.586,95.541
152214,A,FC_IND_TL_E,E7000,TJ,FR,15267.6,15094.8,15098.4,14328.0,13813.2,13960.8,13712.4,13968.0,14050.8,13179.6,13068.0,12304.8,11343.6,10591.2,10170.0,9241.2,8632.8,8175.6,7448.4,6170.4,6328.8,6089.972,6046.992,5828.929,5720.728,5450.317,5567.299,5524.351,5514.538,5259.863,4580.165,4819.583,4710.561,4253.189,4000.091
160961,A,FC_IND_WP_E,E7000,GWH,FR,3938.0,4152.0,4310.0,4185.0,4813.0,5062.0,5241.0,5440.0,5624.0,5440.0,2157.0,2205.0,2168.0,2221.0,2276.0,2276.0,2300.0,2293.0,2442.0,2138.0,2248.0,2182.915,2241.188,2212.856,2152.609,2193.164,2162.762,2173.343,2209.188,2293.522,2124.366,2340.713,2178.368,2059.64,2091.783
161002,A,FC_IND_WP_E,E7000,KTOE,FR,338.607,357.008,370.593,359.845,413.844,435.254,450.645,467.756,483.577,467.756,185.469,189.596,186.414,190.972,195.701,195.701,197.764,197.163,209.974,183.835,193.293,187.697,192.707,190.271,185.091,188.578,185.964,186.874,189.956,197.207,182.663,201.265,187.306,177.097,179.861
161043,A,FC_IND_WP_E,E7000,TJ,FR,14176.8,14947.2,15516.0,15066.0,17326.8,18223.2,18867.6,19584.0,20246.4,19584.0,7765.2,7938.0,7804.8,7995.6,8193.6,8193.6,8280.0,8254.8,8791.2,7696.8,8092.8,7858.494,8068.277,7966.282,7749.392,7895.39,7785.943,7824.035,7953.077,8256.679,7647.718,8426.567,7842.126,7414.703,7530.418
169789,A,FC_NE,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169829,A,FC_NE,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169869,A,FC_NE,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
