index,freq,nrg_bal,siec,unit,geo\TIME_PERIOD,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
775018,A,TI_EHG_E,E7000,KTOE,FR,563.425,620.939,607.518,551.186,478.758,578.615,667.081,648.895,636.662,745.106,758.226,698.422,827.206,819.147,811.775,732.155,812.198,859.998,740.92,768.462,751.477,603.648,581.916,610.31,686.298,594.242,580.542,614.173,641.681,558.045,542.307,520.342,662.602,524.069,695.052
775059,A,TI_EHG_E,E7000,TJ,FR,23589.477,25997.483,25435.545,23077.065,20044.644,24225.462,27929.363,27167.933,26655.748,31196.09,31745.405,29241.536,34633.462,34296.032,33987.41,30653.868,34005.116,36006.398,31020.845,32173.969,31462.846,25273.553,24363.652,25552.451,28733.913,24879.713,24306.138,25714.214,26865.914,23364.236,22705.309,21785.66,27741.8,21941.733,29100.418
783785,A,TI_EHG_EB,E7000,GWH,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,30.0,24.0,25.0,0.0,0.0,0.003,6.422,2.542,3.143,2.83,3.599,3.961,3.112,3.694,3.685,2.203,8.575
783826,A,TI_EHG_EB,E7000,KTOE,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.032,2.58,2.064,2.15,0.0,0.0,0.0,0.552,0.219,0.27,0.243,0.309,0.341,0.268,0.318,0.317,0.189,0.737
783867,A,TI_EHG_EB,E7000,TJ,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,108.0,86.4,90.0,0.0,0.0,0.011,23.119,9.151,11.315,10.188,12.956,14.26,11.203,13.298,13.266,7.931,30.87
792437,A,TI_EHG_EDHP,E7000,GWH,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,4.0,4.0,3.265,3.337,6.149,18.693,32.228,24.978,35.683,57.293,89.443,98.419,112.426,172.852,194.219,207.736
792478,A,TI_EHG_EDHP,E7000,KTOE,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.516,0.602,0.344,0.344,0.281,0.287,0.529,1.607,2.771,2.148,3.068,4.926,7.691,8.463,9.667,14.863,16.7,17.862
792519,A,TI_EHG_EDHP,E7000,TJ,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,25.2,14.4,14.4,11.755,12.013,22.136,67.296,116.022,89.921,128.459,206.254,321.997,354.309,404.735,622.269,699.187,747.85
801089,A,TI_EHG_EPS,E7000,GWH,FR,6552.633,7221.523,7065.429,6410.296,5567.957,6729.295,7758.156,7546.648,7404.374,8665.581,8818.168,8122.649,9620.406,9526.676,9440.947,8514.963,9445.865,9983.777,8579.901,8909.214,8710.679,7017.166,6764.344,7091.751,7956.527,6876.261,6723.584,7104.324,7401.862,6396.661,6200.96,5915.065,7451.556,5764.483,7702.144
801130,A,TI_EHG_EPS,E7000,KTOE,FR,563.425,620.939,607.518,551.186,478.758,578.615,667.081,648.895,636.662,745.106,758.226,698.422,827.206,819.147,811.775,732.155,812.198,858.45,737.739,766.054,748.984,603.368,581.629,609.781,684.138,591.252,578.124,610.862,636.446,550.014,533.187,508.604,640.718,495.656,662.265
801171,A,TI_EHG_EPS,E7000,TJ,FR,23589.477,25997.483,25435.545,23077.065,20044.644,24225.462,27929.363,27167.933,26655.748,31196.09,31745.405,29241.536,34633.462,34296.032,33987.41,30653.868,34005.116,35941.598,30887.645,32073.169,31358.446,25261.798,24351.638,25530.304,28643.497,24754.54,24204.902,25575.566,26646.703,23027.98,22323.456,21294.234,26825.602,20752.139,27727.718
809788,A,TI_EHG_MAPCHP_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809828,A,TI_EHG_MAPCHP_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809868,A,TI_EHG_MAPCHP_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818614,A,TI_EHG_MAPE_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818654,A,TI_EHG_MAPE_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818694,A,TI_EHG_MAPE_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827452,A,TI_EHG_MAPH_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827492,A,TI_EHG_MAPH_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827532,A,TI_EHG_MAPH_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836233,A,TI_GTL_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836273,A,TI_GTL_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836313,A,TI_GTL_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844933,A,TI_GW_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844973,A,TI_GW_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845013,A,TI_GW_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853684,A,TI_LBB_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853724,A,TI_LBB_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853764,A,TI_LBB_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862348,A,TI_NE,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862388,A,TI_NE,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862428,A,TI_NE,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871117,A,TI_NRG_FC_IND_NE,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871157,A,TI_NRG_FC_IND_NE,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871197,A,TI_NRG_FC_IND_NE,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879901,A,TI_NSP_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879941,A,TI_NSP_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879981,A,TI_NSP_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888727,A,TI_PF_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888767,A,TI_PF_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888807,A,TI_PF_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897478,A,TI_RPI_BPI_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897518,A,TI_RPI_BPI_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897558,A,TI_RPI_BPI_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906193,A,TI_RPI_DU_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906233,A,TI_RPI_DU_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906273,A,TI_RPI_DU_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914860,A,TI_RPI_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914900,A,TI_RPI_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914940,A,TI_RPI_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923590,A,TI_RPI_IT_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923630,A,TI_RPI_IT_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923670,A,TI_RPI_IT_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932311,A,TI_RPI_PII_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932351,A,TI_RPI_PII_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932391,A,TI_RPI_PII_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941032,A,TI_RPI_PT_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941072,A,TI_RPI_PT_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941112,A,TI_RPI_PT_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949747,A,TI_RPI_RI_E,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949787,A,TI_RPI_RI_E,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949827,A,TI_RPI_RI_E,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958448,A,TO,E7000,GWH,FR,420752.272,455556.49,463639.796,472707.857,476867.312,494273.951,513397.815,504769.567,511276.667,525806.227,539954.939,549530.761,559064.739,566838.525,574054.409,576061.843,574870.645,569768.391,573806.794,535925.135,569288.117,573610.551,573097.356,582647.305,572980.568,579912.831,564533.067,561770.544,582576.866,571316.327,532772.603,555555.346,475188.887,524900.932,570712.716
958489,A,TO,E7000,KTOE,FR,36178.183,39170.807,39865.847,40645.56,41003.208,42499.91,44144.266,43402.37,43961.88,45211.198,46427.768,47251.14,48070.915,48739.34,49359.794,49532.403,49429.978,48991.263,49338.503,46081.267,48949.967,49321.629,49277.503,50098.651,49267.461,49863.528,48541.106,48303.572,50092.594,49124.362,45810.198,47769.161,40858.89,45133.356,49072.461
958530,A,TO,E7000,TJ,FR,1514708.179,1640003.364,1669103.266,1701748.285,1716722.323,1779386.224,1848232.134,1817170.441,1840596.001,1892902.417,1943837.78,1978310.74,2012633.06,2040618.69,2066595.872,2073822.635,2069534.322,2051166.208,2065704.458,1929330.486,2049437.221,2064997.983,2063150.481,2097530.3,2062730.043,2087686.193,2032319.041,2022373.959,2097276.716,2056738.776,1917981.372,1999999.246,1710679.994,1889643.356,2054565.778
967210,A,TO_BF,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967250,A,TO_BF,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967290,A,TO_BF,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975865,A,TO_BKBPB,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975905,A,TO_BKBPB,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975945,A,TO_BKBPB,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984520,A,TO_BNG,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984560,A,TO_BNG,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984600,A,TO_BNG,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993172,A,TO_CL,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993212,A,TO_CL,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993252,A,TO_CL,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001845,A,TO_CO,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001885,A,TO_CO,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001925,A,TO_CO,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010494,A,TO_CPP,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010534,A,TO_CPP,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010574,A,TO_CPP,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019150,A,TO_EHG,E7000,GWH,FR,420752.272,455556.49,463639.796,472707.857,476867.312,494273.951,513397.815,504769.567,511276.667,525806.227,539954.939,549530.761,559064.739,566838.525,574054.409,576061.843,574870.645,569768.391,573806.794,535925.135,569288.117,573610.551,573097.356,582647.305,572980.568,579912.831,564533.067,561770.544,582576.866,571316.327,532772.603,555555.346,475188.887,524900.932,570712.716
1019191,A,TO_EHG,E7000,KTOE,FR,36178.183,39170.807,39865.847,40645.56,41003.208,42499.91,44144.266,43402.37,43961.88,45211.198,46427.768,47251.14,48070.915,48739.34,49359.794,49532.403,49429.978,48991.263,49338.503,46081.267,48949.967,49321.629,49277.503,50098.651,49267.461,49863.528,48541.106,48303.572,50092.594,49124.362,45810.198,47769.161,40858.89,45133.356,49072.461
1019232,A,TO_EHG,E7000,TJ,FR,1514708.179,1640003.364,1669103.266,1701748.285,1716722.323,1779386.224,1848232.134,1817170.441,1840596.001,1892902.417,1943837.78,1978310.74,2012633.06,2040618.69,2066595.872,2073822.635,2069534.322,2051166.208,2065704.458,1929330.486,2049437.221,2064997.983,2063150.481,2097530.3,2062730.043,2087686.193,2032319.041,2022373.959,2097276.716,2056738.776,1917981.372,1999999.246,1710679.994,1889643.356,2054565.778
1027805,A,TO_EHG_APCHP,E7000,GWH,FR,1156.0,1324.0,1336.0,1179.0,1344.0,2059.0,2181.0,2541.0,2442.0,2309.0,10157.0,11344.0,12288.0,13055.0,13564.0,13509.0,12706.0,12888.0,11759.0,5779.0,5327.0,8654.726,8113.639,8586.501,8223.569,9093.965,9134.214,9393.275,9095.631,9677.587,9381.593,9412.712,9886.752,9501.31,9288.658
1027846,A,TO_EHG_APCHP,E7000,KTOE,FR,99.398,113.844,114.875,101.376,115.563,177.042,187.532,218.487,209.974,198.538,873.345,975.408,1056.578,1122.528,1166.294,1161.565,1092.519,1108.169,1011.092,496.905,458.04,744.172,697.647,738.306,707.1,781.94,785.401,807.676,782.084,832.123,806.672,809.348,850.108,816.966,798.681
1027887,A,TO_EHG_APCHP,E7000,TJ,FR,4161.6,4766.4,4809.6,4244.4,4838.4,7412.4,7851.6,9147.6,8791.2,8312.4,36565.2,40838.4,44236.8,46998.0,48830.4,48632.4,45741.6,46396.8,42332.4,20804.4,19177.2,31157.013,29209.099,30911.402,29604.849,32738.272,32883.171,33815.789,32744.272,34839.312,33773.734,33885.764,35592.309,34204.717,33439.167
1036460,A,TO_EHG_APE,E7000,GWH,FR,25085.0,25943.0,24212.306,24265.455,24742.608,23179.757,24073.189,24874.515,26991.138,24274.426,5319.109,5662.008,5272.972,5489.988,5819.506,8083.811,9388.593,9683.227,7781.374,7465.88,7407.974,6304.365,7021.594,6943.063,7229.693,7069.233,6589.005,6746.902,11049.081,11514.905,10969.308,10745.324,12320.135,11543.771,13256.533
1036501,A,TO_EHG_APE,E7000,KTOE,FR,2156.922,2230.696,2081.884,2086.454,2127.481,1993.1,2069.922,2138.823,2320.82,2087.225,457.361,486.845,453.394,472.054,500.387,695.083,807.274,832.608,669.078,641.95,636.971,542.078,603.748,596.996,621.642,607.845,566.552,580.129,950.05,990.104,943.191,923.932,1059.341,992.586,1139.857
1036542,A,TO_EHG_APE,E7000,TJ,FR,90306.0,93394.8,87164.302,87355.638,89073.389,83447.125,86663.48,89548.254,97168.097,87387.934,19148.792,20383.229,18982.699,19763.957,20950.222,29101.72,33798.935,34859.617,28012.946,26877.168,26668.706,22695.714,25277.738,24995.028,26026.895,25449.239,23720.417,24288.847,39776.692,41453.659,39489.51,38683.165,44352.487,41557.576,47723.52
1045111,A,TO_EHG_APH,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045151,A,TO_EHG_APH,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045191,A,TO_EHG_APH,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053763,A,TO_EHG_EB,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053803,A,TO_EHG_EB,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053843,A,TO_EHG_EB,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062415,A,TO_EHG_EDHP,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062455,A,TO_EHG_EDHP,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062495,A,TO_EHG_EDHP,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071068,A,TO_EHG_MAPCHP,E7000,GWH,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5525.0,8305.0,10720.0,10736.0,11699.0,11291.0,10861.0,11261.0,12488.112,8545.197,12540.113,12543.112,11853.264,9245.356,7604.172,8866.695,10499.423,11429.382,11742.387,12662.777,12591.598,13087.484,13594.11,12100.6,10733.124
1071109,A,TO_EHG_MAPCHP,E7000,KTOE,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.064,714.101,921.754,923.13,1005.933,970.851,933.878,968.272,1073.784,734.755,1078.256,1078.514,1019.197,794.958,653.841,762.399,902.788,982.75,1009.664,1088.803,1082.683,1125.321,1168.883,1040.464,922.883
1071150,A,TO_EHG_MAPCHP,E7000,TJ,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19890.0,29898.0,38592.0,38649.6,42116.4,40647.6,39099.6,40539.6,44957.203,30762.709,45144.407,45155.204,42671.75,33283.282,27375.019,31920.102,37797.922,41145.776,42272.595,45585.996,45329.753,47114.942,48938.795,43562.162,38639.245
1079723,A,TO_EHG_MAPE,E7000,GWH,FR,389807.559,423069.718,432990.141,442620.592,446742.375,464175.025,481531.152,471907.494,476511.814,492960.817,512600.547,518330.63,523831.385,530631.025,536114.139,536985.304,535051.301,528362.697,535328.169,507422.406,537554.603,540158.887,540398.824,552036.537,543498.345,549324.876,532856.351,528301.362,544683.837,532231.011,494690.793,517382.022,433293.486,486656.167,530873.394
1079764,A,TO_EHG_MAPE,E7000,KTOE,FR,33517.417,36377.448,37230.451,38058.52,38412.93,39911.868,41404.226,40576.741,40972.641,42387.001,44075.713,44568.412,45041.392,45626.055,46097.518,46172.425,46006.131,45431.014,46029.937,43630.473,46221.376,46445.304,46465.935,47466.598,46732.446,47233.437,45817.399,45425.741,46834.38,45763.629,42535.752,44486.846,37256.534,41844.898,45646.895
1079805,A,TO_EHG_MAPE,E7000,TJ,FR,1403307.211,1523050.984,1558764.507,1593434.131,1608272.549,1671030.09,1733512.146,1698866.978,1715442.529,1774658.941,1845361.969,1865990.268,1885792.986,1910271.69,1930010.9,1933147.093,1926184.682,1902105.709,1927181.408,1826720.66,1935196.571,1944571.993,1945435.765,1987331.534,1956594.041,1977569.555,1918282.865,1901884.905,1960861.813,1916031.639,1780886.855,1862575.279,1559856.549,1751962.199,1911144.219
1088374,A,TO_EHG_MAPH,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088414,A,TO_EHG_MAPH,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088454,A,TO_EHG_MAPH,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097027,A,TO_EHG_OTH,E7000,GWH,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,241.0,241.0,135.0,800.309,781.164,685.319,627.408,600.972,607.736,765.97,645.24,571.28,638.57,597.006,566.44,904.786,905.034
1097068,A,TO_EHG_OTH,E7000,KTOE,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.139,20.722,20.722,11.608,68.814,67.168,58.927,53.947,51.674,52.256,65.862,55.481,49.121,54.907,51.333,48.705,77.798,77.819
1097109,A,TO_EHG_OTH,E7000,TJ,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.4,867.6,867.6,486.0,2881.112,2812.19,2467.148,2258.668,2163.497,2187.849,2757.492,2322.864,2056.609,2298.852,2149.223,2039.184,3257.229,3258.124
1105682,A,TO_EHG_PH,E7000,GWH,FR,4703.713,5219.772,5101.349,4642.81,4038.329,4860.169,5612.474,5446.558,5331.715,6261.984,6353.283,5889.123,6952.382,6926.512,6857.764,6192.728,6863.751,7269.467,6209.139,6471.652,6323.427,5149.152,4928.872,5150.529,5797.381,4957.091,4846.338,5133.653,5360.689,4658.767,4500.741,4330.798,5527.964,4194.298,5655.973
1105723,A,TO_EHG_PH,E7000,KTOE,FR,404.447,448.82,438.637,399.21,347.234,417.899,482.586,468.32,458.445,538.434,546.284,506.373,597.797,595.573,589.662,532.479,590.176,625.062,533.89,556.462,543.717,442.747,423.807,442.866,498.485,426.233,416.71,441.415,460.936,400.582,386.994,372.382,475.319,360.645,486.326
1105764,A,TO_EHG_PH,E7000,TJ,FR,16933.368,18791.18,18364.857,16714.116,14537.985,17496.608,20204.908,19607.609,19194.175,22543.142,22871.819,21200.843,25028.575,24935.443,24687.95,22293.822,24709.505,26170.081,22352.9,23297.949,22764.337,18536.947,17743.939,18541.904,20870.572,17845.528,17446.817,18481.151,19298.48,16771.561,16202.668,15590.873,19900.67,15099.473,20361.503
1114333,A,TO_GTL,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114373,A,TO_GTL,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114413,A,TO_GTL,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123003,A,TO_GW,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123043,A,TO_GW,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123083,A,TO_GW,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131652,A,TO_LBB,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131692,A,TO_LBB,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131732,A,TO_LBB,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140346,A,TO_NSP,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140386,A,TO_NSP,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140426,A,TO_NSP,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149016,A,TO_PF,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149056,A,TO_PF,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149096,A,TO_PF,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157665,A,TO_RPI,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157705,A,TO_RPI,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157745,A,TO_RPI,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166395,A,TO_RPI_BKFLOW,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166435,A,TO_RPI_BKFLOW,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166475,A,TO_RPI_BKFLOW,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175050,A,TO_RPI_IT,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175090,A,TO_RPI_IT,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175130,A,TO_RPI_IT,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183771,A,TO_RPI_PIR,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183811,A,TO_RPI_PIR,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183851,A,TO_RPI_PIR,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192486,A,TO_RPI_PPR,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192526,A,TO_RPI_PPR,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192566,A,TO_RPI_PPR,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201195,A,TO_RPI_PT,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201235,A,TO_RPI_PT,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201275,A,TO_RPI_PT,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209850,A,TO_RPI_RO,E7000,GWH,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209890,A,TO_RPI_RO,E7000,KTOE,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209930,A,TO_RPI_RO,E7000,TJ,FR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
